"","HomePlanet","CryoSleep","deck","num","side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported"
"6651","Earth","0","F",1455,"P","TRAPPIST-1e",24,"0",468,0,163,0,0,"0"
"6652","Earth","1","G",1144,"S","TRAPPIST-1e",36,"0",0,0,0,0,0,"1"
"6653","Europa","0","C",257,"S","55 Cancri e",25,"0",0,3512,20,24,1459,"1"
"6654","Europa","1","C",227,"P","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"6655","Earth","1","G",1132,"P","PSO J318.5-22",21,"0",0,0,0,0,0,"0"
"6656","Earth","1","G",1133,"P","TRAPPIST-1e",26,"0",0,0,0,0,0,"1"
"6657","Mars","0","E",467,"S","TRAPPIST-1e",30,"0",0,0,0,0,0,"0"
"6658","Earth","0","F",1457,"P","TRAPPIST-1e",31,"0",0,0,717,0,0,"0"
"6659","Earth","0","F",1457,"P","TRAPPIST-1e",20,"0",0,750,957,0,722,"0"
"6660","Earth","1","G",1145,"S","TRAPPIST-1e",17,"0",0,0,0,0,0,"1"
"6661","Earth","1","G",1146,"S","55 Cancri e",33,"0",0,0,0,0,0,"1"
"6662","Europa","0","D",215,"S","TRAPPIST-1e",35,"0",0,5552,6,8,226,"1"
"6663","Europa","0","D",215,"S","TRAPPIST-1e",46,"0",0,664,0,2,2177,"0"
"6664","Earth","1","G",1147,"S","TRAPPIST-1e",63,"0",0,0,0,0,0,"1"
"6665","Europa","0","A",86,"S","55 Cancri e",37,"0",0,1678,0,36,3128,"0"
"6666","Earth","0","E",451,"P","TRAPPIST-1e",23,"0",26,266,404,0,0,"1"
"6667","Earth","0","G",1148,"S","55 Cancri e",5,"0",0,0,0,0,0,"1"
"6668","Earth","1","G",1148,"S","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"6669","Earth","0","F",1458,"P","TRAPPIST-1e",20,"0",0,0,2330,120,0,"1"
"6670","Earth","1","F",1458,"P","PSO J318.5-22",49,"0",0,0,0,0,0,"0"
"6671","Earth","0","G",1135,"P","TRAPPIST-1e",3,"0",0,0,0,0,0,"1"
"6672","Earth","0","F",1459,"P","TRAPPIST-1e",41,"0",0,176,414,133,0,"0"
"6673","Mars","0","F",1341,"S","TRAPPIST-1e",35,"0",1216,0,30,43,0,"0"
"6674","Earth","1","G",1136,"P","TRAPPIST-1e",14,"0",0,0,0,0,0,"1"
"6675","Mars","0","D",216,"S","TRAPPIST-1e",26,"0",782,0,0,2503,1,"0"
"6676","Earth","1","G",1137,"P","TRAPPIST-1e",51,"0",0,0,0,0,0,"0"
"6677","Earth","0","F",1461,"P","PSO J318.5-22",36,"0",56,9,81,0,468,"0"
"6678","Earth","1","G",1150,"S","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"6679","Mars","1","F",1343,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"1"
"6680","Earth","1","G",1138,"P","PSO J318.5-22",48,"0",0,0,0,0,0,"0"
"6681","Mars","0","D",221,"P","TRAPPIST-1e",24,"0",235,0,1642,1042,229,"0"
"6682","Mars","0","D",222,"P","55 Cancri e",19,"0",1043,0,138,0,0,"0"
"6683","Earth","1","G",1152,"S","55 Cancri e",21,"0",0,0,0,0,0,"1"
"6684","Earth","0","F",1462,"P","TRAPPIST-1e",24,"0",332,9,356,0,0,"0"
"6685","Earth","1","G",1153,"S","TRAPPIST-1e",21,"0",0,0,0,0,0,"1"
"6686","Earth","0","F",1344,"S","TRAPPIST-1e",13,"0",0,999,0,0,4,"1"
"6687","Mars","0","D",223,"P","TRAPPIST-1e",39,"0",42,0,352,1,369,"0"
"6688","Europa","1","E",469,"S","55 Cancri e",27,"0",0,0,0,0,0,"1"
"6689","Earth","0","F",1463,"P","PSO J318.5-22",23,"0",64,4,0,1125,219,"0"
"6690","Europa","0","D",217,"S","55 Cancri e",43,"0",0,2093,0,3409,30,"0"
"6691","Mars","0","F",1346,"S","TRAPPIST-1e",19,"0",3332,878,926,781,0,"0"
"6692","Mars","1","F",1347,"S","55 Cancri e",30,"0",0,0,0,0,0,"1"
"6693","Earth","1","G",1154,"S","TRAPPIST-1e",52,"0",0,0,0,0,0,"1"
"6694","Earth","0","G",1155,"S","TRAPPIST-1e",35,"0",2224,0,105,1,0,"0"
"6695","Earth","0","G",1156,"S","TRAPPIST-1e",16,"0",4,1666,0,35,40,"1"
"6696","Earth","0","F",1464,"P","TRAPPIST-1e",21,"0",0,13,0,720,170,"0"
"6697","Earth","0","F",1350,"S","PSO J318.5-22",45,"0",0,0,0,0,595,"0"
"6698","Earth","0","E",472,"S","TRAPPIST-1e",22,"0",0,125,0,663,0,"0"
"6699","Earth","1","G",1159,"S","55 Cancri e",0,"0",0,0,0,0,0,"0"
"6700","Earth","0","G",1159,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"6701","Earth","0","G",1160,"S","PSO J318.5-22",63,"0",526,2,0,0,0,"0"
"6702","Earth","0","F",1351,"S","PSO J318.5-22",56,"0",1,2,0,102,5,"0"
"6703","Earth","1","G",1161,"S","TRAPPIST-1e",40,"0",0,0,0,0,0,"1"
"6704","Earth","1","G",1162,"S","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"6705","Earth","0","F",1352,"S","TRAPPIST-1e",24,"0",0,0,3,797,5,"0"
"6706","Earth","0","F",1353,"S","TRAPPIST-1e",36,"0",21,0,844,0,0,"0"
"6707","Earth","0","G",1163,"S","TRAPPIST-1e",13,"0",244,0,100,423,14,"0"
"6708","Earth","0","F",1354,"S","55 Cancri e",13,"0",0,722,0,37,8,"0"
"6709","Earth","1","G",1140,"P","55 Cancri e",37,"0",0,0,0,0,0,"1"
"6710","Earth","0","E",473,"S","TRAPPIST-1e",44,"0",143,47,0,717,87,"0"
"6711","Europa","1","C",259,"S","TRAPPIST-1e",32,"0",0,0,0,0,0,"1"
"6712","Europa","1","C",259,"S","55 Cancri e",57,"0",0,0,0,0,0,"1"
"6713","Earth","0","F",1355,"S","55 Cancri e",26,"0",0,158,0,0,912,"0"
"6714","Mars","0","F",1466,"P","TRAPPIST-1e",62,"0",453,1,1911,0,0,"0"
"6715","Mars","1","F",1466,"P","55 Cancri e",2,"0",0,0,0,0,0,"1"
"6716","Mars","1","F",1466,"P","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"6717","Earth","0","F",1467,"P","TRAPPIST-1e",24,"0",590,0,1,168,16,"0"
"6718","Earth","1","G",1141,"P","TRAPPIST-1e",1,"0",0,0,0,0,0,"1"
"6719","Earth","0","F",1468,"P","TRAPPIST-1e",63,"0",0,742,0,125,3,"0"
"6720","Europa","0","D",218,"S","TRAPPIST-1e",20,"0",1040,2487,0,174,182,"1"
"6721","Earth","0","F",1469,"P","TRAPPIST-1e",15,"0",0,610,267,676,0,"0"
"6722","Earth","1","G",1142,"P","TRAPPIST-1e",32,"0",0,0,0,0,0,"1"
"6723","Earth","0","F",1470,"P","TRAPPIST-1e",24,"0",61,397,185,1,0,"1"
"6724","Earth","1","G",1143,"P","TRAPPIST-1e",32,"0",0,0,0,0,0,"0"
"6725","Europa","0","E",454,"P","TRAPPIST-1e",36,"0",10,2478,2080,19,328,"1"
"6726","Earth","1","G",1144,"P","PSO J318.5-22",13,"0",0,0,0,0,0,"1"
"6727","Europa","1","C",260,"S","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"6728","Europa","0","C",260,"S","TRAPPIST-1e",27,"0",0,14,0,0,2325,"0"
"6729","Europa","1","C",260,"S","TRAPPIST-1e",30,"0",0,0,0,0,0,"1"
"6730","Europa","0","A",75,"P","55 Cancri e",27,"0",0,44,4761,5,41,"1"
"6731","Europa","0","A",75,"P","TRAPPIST-1e",14,"0",0,3124,40,219,189,"0"
"6732","Europa","0","A",75,"P","TRAPPIST-1e",32,"1",527,1863,0,417,2905,"0"
"6733","Europa","0","A",75,"P","55 Cancri e",33,"1",0,16,12,2349,12,"0"
"6734","Earth","0","F",1356,"S","TRAPPIST-1e",35,"0",3,0,651,0,78,"1"
"6735","Earth","0","F",1471,"P","55 Cancri e",21,"0",301,0,19,0,0,"0"
"6736","Europa","0","C",228,"P","TRAPPIST-1e",57,"0",906,22,0,8293,391,"0"
"6737","Europa","0","C",228,"P","TRAPPIST-1e",42,"0",159,4387,2,3,485,"1"
"6738","Earth","0","F",1473,"P","55 Cancri e",20,"0",0,6,552,20,0,"1"
"6739","Mars","1","F",1357,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"1"
"6740","Europa","0","B",268,"S","55 Cancri e",49,"0",0,7683,0,13016,0,"0"
"6741","Earth","0","F",1358,"S","PSO J318.5-22",23,"0",0,3,0,0,546,"0"
"6742","Mars","0","F",1359,"S","TRAPPIST-1e",24,"0",1058,0,0,280,0,"0"
"6743","Earth","0","F",1361,"S","TRAPPIST-1e",24,"0",0,0,0,0,757,"0"
"6744","Earth","0","F",1361,"S","55 Cancri e",23,"0",9,1,0,492,109,"1"
"6745","Earth","0","F",1362,"S","TRAPPIST-1e",24,"0",0,489,21,0,184,"0"
"6746","Earth","1","G",1146,"P","PSO J318.5-22",26,"0",0,0,0,0,0,"0"
"6747","Europa","1","B",236,"P","55 Cancri e",28,"0",0,0,0,0,0,"1"
"6748","Earth","0","F",1475,"P","PSO J318.5-22",17,"0",0,1381,2,0,0,"0"
"6749","Earth","0","F",1476,"P","TRAPPIST-1e",20,"0",415,479,0,1019,239,"0"
"6750","Earth","0","F",1363,"S","TRAPPIST-1e",22,"0",0,0,0,0,1201,"0"
"6751","Europa","1","B",269,"S","55 Cancri e",23,"0",0,0,0,0,0,"1"
"6752","Europa","1","B",269,"S","55 Cancri e",22,"0",0,0,0,0,0,"1"
"6753","Earth","0","F",1366,"S","TRAPPIST-1e",29,"0",3,0,664,683,34,"0"
"6754","Europa","0","B",237,"P","TRAPPIST-1e",32,"0",0,4155,0,1368,42,"0"
"6755","Europa","1","B",237,"P","TRAPPIST-1e",31,"0",0,0,0,0,0,"1"
"6756","Europa","0","B",238,"P","55 Cancri e",37,"0",1,4462,1,9206,3,"0"
"6757","Europa","0","B",238,"P","55 Cancri e",44,"0",0,4322,3,153,52,"1"
"6758","Europa","0","B",238,"P","55 Cancri e",34,"0",0,2612,1,131,2714,"0"
"6759","Earth","0","G",1165,"S","55 Cancri e",23,"0",602,0,0,0,24,"0"
"6760","Earth","0","F",1368,"S","TRAPPIST-1e",18,"0",457,0,11,335,0,"0"
"6761","Earth","1","G",1148,"P","PSO J318.5-22",18,"0",0,0,0,0,0,"1"
"6762","Earth","0","F",1479,"P","TRAPPIST-1e",23,"0",418,134,482,0,27,"0"
"6763","Earth","0","F",1371,"S","TRAPPIST-1e",18,"0",0,10,0,0,738,"0"
"6764","Mars","0","E",474,"S","TRAPPIST-1e",22,"0",0,0,1128,0,45,"0"
"6765","Mars","0","E",474,"S","TRAPPIST-1e",10,"0",0,0,0,0,0,"1"
"6766","Mars","1","E",474,"S","TRAPPIST-1e",31,"0",0,0,0,0,0,"0"
"6767","Mars","0","F",1372,"S","TRAPPIST-1e",31,"0",907,0,437,2,0,"0"
"6768","Earth","1","G",1150,"P","TRAPPIST-1e",48,"0",0,0,0,0,0,"0"
"6769","Europa","0","A",87,"S","55 Cancri e",51,"1",0,287,0,1442,66,"1"
"6770","Mars","1","F",1482,"P","PSO J318.5-22",25,"0",0,0,0,0,0,"1"
"6771","Mars","0","E",459,"P","TRAPPIST-1e",32,"0",288,0,592,670,40,"0"
"6772","Earth","0","G",1167,"S","TRAPPIST-1e",8,"0",0,0,0,0,0,"1"
"6773","Earth","1","G",1167,"S","PSO J318.5-22",49,"0",0,0,0,0,0,"1"
"6774","Earth","0","F",1375,"S","PSO J318.5-22",28,"0",0,0,0,669,16,"0"
"6775","Mars","0","E",475,"S","TRAPPIST-1e",3,"0",0,0,0,0,0,"1"
"6776","Mars","0","E",475,"S","TRAPPIST-1e",20,"0",0,0,0,0,0,"1"
"6777","Mars","1","E",475,"S","TRAPPIST-1e",31,"0",0,0,0,0,0,"1"
"6778","Mars","0","E",475,"S","TRAPPIST-1e",11,"0",0,0,0,0,0,"1"
"6779","Mars","1","G",309,"P","TRAPPIST-1e",27,"0",0,0,0,0,0,"1"
"6780","Mars","0","D",219,"S","TRAPPIST-1e",33,"0",1631,0,754,0,0,"0"
"6781","Europa","1","C",263,"S","PSO J318.5-22",32,"0",0,0,0,0,0,"1"
"6782","Earth","1","G",1152,"P","TRAPPIST-1e",20,"0",0,0,0,0,0,"1"
"6783","Europa","0","E",476,"S","TRAPPIST-1e",33,"0",0,3624,0,1537,498,"0"
"6784","Earth","0","F",1485,"P","TRAPPIST-1e",65,"0",43,21,22,50,731,"0"
"6785","Mars","1","F",1377,"S","TRAPPIST-1e",18,"0",0,0,0,0,0,"1"
"6786","Mars","0","F",1378,"S","TRAPPIST-1e",19,"0",862,0,5,2032,0,"0"
"6787","Europa","0","B",270,"S","55 Cancri e",33,"0",0,3676,0,1743,1,"1"
"6788","Earth","0","G",1168,"S","TRAPPIST-1e",35,"0",0,11,793,0,84,"1"
"6789","Earth","1","G",1154,"P","PSO J318.5-22",31,"0",0,0,0,0,0,"0"
"6790","Earth","1","G",1155,"P","TRAPPIST-1e",37,"0",0,0,0,0,0,"1"
"6791","Earth","1","G",1156,"P","PSO J318.5-22",19,"0",0,0,0,0,0,"1"
"6792","Earth","0","F",1486,"P","TRAPPIST-1e",18,"0",0,0,773,0,4,"0"
"6793","Europa","1","C",232,"P","55 Cancri e",47,"0",0,0,0,0,0,"1"
"6794","Europa","0","C",232,"P","TRAPPIST-1e",26,"0",0,6050,0,662,920,"0"
"6795","Europa","0","C",232,"P","TRAPPIST-1e",25,"0",0,3590,0,27,0,"1"
"6796","Earth","0","F",1380,"S","TRAPPIST-1e",38,"0",102,12,14,669,0,"0"
"6797","Earth","0","E",460,"P","TRAPPIST-1e",53,"0",3,2251,0,95,12,"1"
"6798","Earth","0","E",478,"S","TRAPPIST-1e",38,"0",0,338,0,453,0,"0"
"6799","Mars","1","F",1488,"P","TRAPPIST-1e",28,"0",0,0,0,0,0,"1"
"6800","Earth","0","F",1286,"P","TRAPPIST-1e",46,"0",438,283,944,0,355,"0"
"6801","Earth","0","G",1170,"S","TRAPPIST-1e",18,"0",3,688,0,0,23,"1"
"6802","Europa","1","E",461,"P","TRAPPIST-1e",14,"0",0,0,0,0,0,"1"
"6803","Europa","0","E",461,"P","TRAPPIST-1e",32,"0",0,1369,29,662,22,"0"
"6804","Europa","0","E",461,"P","TRAPPIST-1e",44,"0",0,0,16,72,4304,"0"
"6805","Earth","1","G",1158,"P","PSO J318.5-22",28,"0",0,0,0,0,0,"1"
"6806","Europa","0","C",233,"P","TRAPPIST-1e",2,"0",0,0,0,0,0,"1"
"6807","Europa","0","C",233,"P","TRAPPIST-1e",28,"0",0,2896,46,5248,8169,"0"
"6808","Europa","1","C",233,"P","TRAPPIST-1e",27,"1",0,0,0,0,0,"1"
"6809","Europa","1","C",234,"P","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"6810","Earth","1","G",1171,"S","55 Cancri e",14,"0",0,0,0,0,0,"1"
"6811","Earth","0","F",1490,"P","TRAPPIST-1e",14,"0",0,0,766,0,0,"0"
"6812","Earth","1","G",1172,"S","TRAPPIST-1e",17,"0",0,0,0,0,0,"1"
"6813","Earth","0","F",1381,"S","TRAPPIST-1e",35,"0",150,0,96,638,0,"1"
"6814","Earth","0","F",1382,"S","TRAPPIST-1e",36,"0",0,129,0,177,444,"0"
"6815","Mars","0","F",1383,"S","TRAPPIST-1e",51,"0",106,1942,115,0,0,"0"
"6816","Earth","0","G",1174,"S","TRAPPIST-1e",54,"0",1,0,109,0,1,"0"
"6817","Europa","0","C",264,"S","TRAPPIST-1e",37,"0",300,3434,0,1,171,"1"
"6818","Earth","0","E",462,"P","TRAPPIST-1e",37,"0",541,38,713,316,0,"0"
"6819","Earth","0","E",463,"P","TRAPPIST-1e",24,"0",1,194,0,0,632,"1"
"6820","Mars","0","F",1386,"S","TRAPPIST-1e",28,"0",1030,0,158,0,28,"0"
"6821","Earth","0","F",1387,"S","TRAPPIST-1e",38,"0",622,1319,42,1,444,"0"
"6822","Earth","1","G",1160,"P","TRAPPIST-1e",28,"0",0,0,0,0,0,"1"
"6823","Earth","0","G",1161,"P","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"6824","Earth","0","F",1492,"P","TRAPPIST-1e",16,"0",23,479,0,0,373,"0"
"6825","Earth","0","F",1493,"P","TRAPPIST-1e",25,"0",0,0,879,0,0,"0"
"6826","Earth","0","F",1389,"S","55 Cancri e",22,"0",30,0,690,41,0,"1"
"6827","Mars","1","F",1494,"P","TRAPPIST-1e",24,"0",0,0,0,0,0,"1"
"6828","Earth","0","E",464,"P","PSO J318.5-22",37,"0",501,0,179,1,0,"1"
"6829","Mars","0","F",1495,"P","TRAPPIST-1e",21,"0",21,0,874,226,0,"1"
"6830","Europa","0","B",271,"S","TRAPPIST-1e",53,"0",0,0,0,0,0,"1"
"6831","Europa","0","C",235,"P","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"6832","Europa","1","C",235,"P","TRAPPIST-1e",2,"0",0,0,0,0,0,"0"
"6833","Europa","1","C",235,"P","TRAPPIST-1e",64,"0",0,0,0,0,0,"1"
"6834","Europa","0","D",24,"S","TRAPPIST-1e",24,"0",0,2921,5,795,3155,"0"
"6835","Europa","1","C",235,"P","TRAPPIST-1e",40,"0",0,0,0,0,0,"1"
"6836","Europa","0","C",235,"P","TRAPPIST-1e",32,"0",0,163,0,6953,50,"0"
"6837","Europa","0","B",239,"P","55 Cancri e",54,"1",0,316,1,2038,388,"0"
"6838","Earth","1","G",1175,"S","TRAPPIST-1e",30,"0",0,0,0,0,0,"1"
"6839","Europa","0","A",77,"P","55 Cancri e",37,"0",0,1379,130,1488,75,"0"
"6840","Mars","0","E",481,"S","TRAPPIST-1e",20,"0",3191,0,211,21,117,"0"
"6841","Mars","0","F",1497,"P","TRAPPIST-1e",22,"0",741,0,1028,0,0,"0"
"6842","Earth","0","F",1391,"S","PSO J318.5-22",57,"0",0,1,0,664,19,"0"
"6843","Earth","1","G",1177,"S","TRAPPIST-1e",34,"0",0,0,0,0,0,"1"
"6844","Europa","0","B",240,"P","TRAPPIST-1e",51,"0",0,980,273,2775,419,"0"
"6845","Mars","1","E",465,"P","TRAPPIST-1e",47,"0",0,0,0,0,0,"0"
"6846","Earth","0","G",1163,"P","TRAPPIST-1e",22,"0",593,34,0,0,0,"0"
"6847","Europa","0","B",241,"P","TRAPPIST-1e",36,"0",0,1606,511,89,2220,"0"
"6848","Earth","1","G",439,"S","TRAPPIST-1e",16,"0",0,0,0,0,0,"1"
"6849","Mars","0","F",1499,"P","TRAPPIST-1e",60,"0",180,0,414,1181,0,"0"
"6850","Mars","0","F",1392,"S","TRAPPIST-1e",39,"0",197,0,2401,0,0,"1"
"6851","Mars","0","F",1392,"S","TRAPPIST-1e",18,"0",49,0,2885,1,0,"1"
"6852","Europa","1","B",273,"S","55 Cancri e",30,"0",0,0,0,0,0,"1"
"6853","Mars","0","F",1395,"S","TRAPPIST-1e",45,"0",1781,0,17,0,23,"0"
"6854","Earth","0","F",1396,"S","TRAPPIST-1e",30,"0",0,0,0,0,1150,"0"
"6855","Earth","0","E",482,"S","TRAPPIST-1e",21,"0",1046,1,0,1,0,"0"
"6856","Mars","0","F",1397,"S","TRAPPIST-1e",0,"0",0,0,0,0,0,"1"
"6857","Mars","0","F",1501,"P","55 Cancri e",51,"0",40,716,1907,0,0,"1"
"6858","Mars","0","E",466,"P","TRAPPIST-1e",22,"0",100,0,1050,0,23,"0"
"6859","Europa","0","D",225,"P","TRAPPIST-1e",26,"0",0,896,0,690,1,"1"
"6860","Earth","0","G",1166,"P","TRAPPIST-1e",10,"0",0,0,0,0,0,"0"
"6861","Earth","0","E",484,"S","TRAPPIST-1e",21,"0",42,606,1,38,100,"0"
"6862","Earth","1","G",1167,"P","55 Cancri e",14,"0",0,0,0,0,0,"1"
"6863","Earth","0","E",467,"P","TRAPPIST-1e",22,"0",0,1,12,0,779,"0"
"6864","Earth","0","F",1502,"P","TRAPPIST-1e",43,"0",473,1390,0,0,0,"1"
"6865","Earth","0","F",1503,"P","PSO J318.5-22",22,"0",28,194,2,0,370,"1"
"6866","Earth","0","F",1398,"S","TRAPPIST-1e",22,"0",401,0,196,0,126,"0"
"6867","Earth","1","G",1168,"P","PSO J318.5-22",23,"0",0,0,0,0,0,"1"
"6868","Europa","1","C",265,"S","TRAPPIST-1e",25,"0",0,0,0,0,0,"1"
"6869","Europa","0","C",265,"S","TRAPPIST-1e",35,"0",0,0,0,0,0,"1"
"6870","Earth","0","E",468,"P","TRAPPIST-1e",30,"0",0,0,0,27,764,"0"
"6871","Earth","1","G",1170,"P","TRAPPIST-1e",37,"0",0,0,0,0,0,"1"
"6872","Earth","0","G",1171,"P","55 Cancri e",21,"0",61,201,222,161,60,"0"
"6873","Earth","0","G",1183,"S","55 Cancri e",36,"0",207,0,450,94,0,"1"
"6874","Earth","0","F",1506,"P","TRAPPIST-1e",13,"0",305,582,12,19,0,"0"
"6875","Earth","0","F",1507,"P","55 Cancri e",22,"0",0,642,0,52,0,"0"
"6876","Earth","1","G",1184,"S","TRAPPIST-1e",36,"0",0,0,0,0,0,"1"
"6877","Earth","0","E",485,"S","TRAPPIST-1e",17,"0",0,188,795,0,0,"1"
"6878","Europa","1","C",236,"P","55 Cancri e",38,"0",0,0,0,0,0,"1"
"6879","Mars","0","F",1508,"P","TRAPPIST-1e",34,"0",5959,0,3,0,0,"0"
"6880","Mars","1","F",1509,"P","TRAPPIST-1e",20,"0",0,0,0,0,0,"1"
"6881","Earth","0","G",1174,"P","TRAPPIST-1e",17,"0",0,647,49,74,0,"0"
"6882","Earth","1","G",1185,"S","PSO J318.5-22",36,"0",0,0,0,0,0,"1"
"6883","Europa","0","A",78,"P","55 Cancri e",52,"0",360,1314,8,641,66,"1"
"6884","Europa","1","D",227,"P","55 Cancri e",32,"0",0,0,0,0,0,"1"
"6885","Europa","1","D",227,"P","55 Cancri e",35,"0",0,0,0,0,0,"1"
"6886","Europa","1","D",227,"P","55 Cancri e",35,"0",0,0,0,0,0,"1"
"6887","Europa","0","D",227,"P","TRAPPIST-1e",36,"0",83,1186,0,2160,736,"0"
"6888","Europa","0","D",227,"P","TRAPPIST-1e",36,"0",31,3585,31,1400,0,"0"
"6889","Mars","0","D",220,"S","55 Cancri e",21,"0",3811,0,0,1,378,"0"
"6890","Mars","0","D",228,"P","TRAPPIST-1e",33,"0",627,0,171,254,130,"0"
"6891","Earth","0","G",1188,"S","TRAPPIST-1e",40,"0",678,0,229,0,0,"0"
"6892","Earth","0","F",1510,"P","TRAPPIST-1e",24,"0",185,0,478,29,0,"1"
"6893","Earth","0","G",1189,"S","TRAPPIST-1e",35,"0",0,0,885,0,0,"1"
"6894","Mars","1","F",1511,"P","TRAPPIST-1e",29,"0",0,0,0,0,0,"1"
"6895","Mars","0","E",486,"S","TRAPPIST-1e",33,"0",728,0,285,0,0,"0"
"6896","Earth","0","E",487,"S","TRAPPIST-1e",51,"0",3,33,12,38,896,"0"
"6897","Mars","1","F",1512,"P","TRAPPIST-1e",10,"0",0,0,0,0,0,"1"
"6898","Earth","1","G",1190,"S","TRAPPIST-1e",41,"0",0,0,0,0,0,"1"
"6899","Earth","0","E",471,"P","55 Cancri e",26,"0",1,0,0,0,718,"1"
"6900","Earth","0","F",1405,"S","TRAPPIST-1e",39,"0",19,102,0,678,0,"0"
"6901","Mars","0","F",1513,"P","TRAPPIST-1e",14,"0",738,5,297,0,0,"0"
"6902","Mars","0","D",229,"P","TRAPPIST-1e",28,"0",1059,0,6,117,0,"0"
"6903","Earth","0","F",1514,"P","TRAPPIST-1e",18,"0",0,949,0,0,0,"0"
"6904","Mars","0","D",231,"P","TRAPPIST-1e",41,"0",2754,398,21,0,0,"0"
"6905","Europa","1","C",237,"P","TRAPPIST-1e",33,"0",0,0,0,0,0,"1"
"6906","Earth","0","F",1517,"P","TRAPPIST-1e",26,"0",814,0,29,16,181,"0"
"6907","Mars","1","F",1518,"P","TRAPPIST-1e",31,"0",0,0,0,0,0,"1"
"6908","Earth","0","F",1408,"S","TRAPPIST-1e",63,"0",0,0,424,0,2027,"0"
"6909","Earth","0","F",1409,"S","TRAPPIST-1e",30,"0",0,0,547,0,423,"0"
"6910","Europa","0","C",238,"P","TRAPPIST-1e",27,"0",15,2886,0,249,71,"1"
"6911","Earth","0","F",1519,"P","TRAPPIST-1e",47,"0",2916,0,14,63,0,"0"
"6912","Mars","0","F",1520,"P","TRAPPIST-1e",37,"0",1413,0,584,3,0,"1"
"6913","Earth","0","F",1410,"S","TRAPPIST-1e",14,"0",399,22,458,506,187,"0"
"6914","Europa","0","C",268,"S","TRAPPIST-1e",27,"0",0,63,8,129,2960,"0"
"6915","Mars","0","D",232,"P","TRAPPIST-1e",61,"0",1711,0,0,0,8,"0"
"6916","Earth","0","E",488,"S","TRAPPIST-1e",39,"0",2,0,0,2,787,"0"
"6917","Earth","0","E",490,"S","TRAPPIST-1e",22,"0",0,0,787,1,0,"0"
"6918","Earth","0","F",1411,"S","TRAPPIST-1e",30,"0",2,0,5,1,962,"0"
"6919","Mars","0","F",1411,"S","TRAPPIST-1e",26,"0",0,0,902,0,0,"0"
"6920","Europa","0","A",89,"S","TRAPPIST-1e",25,"0",0,115,0,1823,4041,"0"
"6921","Mars","0","D",233,"P","TRAPPIST-1e",42,"0",1318,0,1386,0,0,"0"
"6922","Europa","0","E",474,"P","TRAPPIST-1e",33,"0",0,2107,0,15586,473,"0"
"6923","Europa","0","E",475,"P","TRAPPIST-1e",60,"0",0,307,0,484,1967,"0"
"6924","Earth","1","G",1191,"S","55 Cancri e",16,"0",0,0,0,0,0,"1"
"6925","Earth","0","G",1178,"P","TRAPPIST-1e",50,"0",0,185,0,1,558,"1"
"6926","Earth","0","F",1412,"S","TRAPPIST-1e",22,"0",0,0,1,95,605,"0"
"6927","Earth","0","F",1413,"S","PSO J318.5-22",15,"0",0,0,9,0,952,"0"
"6928","Mars","0","E",476,"P","TRAPPIST-1e",27,"0",0,0,0,0,0,"0"
"6929","Earth","0","G",1179,"P","55 Cancri e",58,"0",0,435,2,0,239,"0"
"6930","Earth","1","G",1192,"S","TRAPPIST-1e",48,"0",0,0,0,0,0,"1"
"6931","Europa","1","D",221,"S","55 Cancri e",36,"0",0,0,0,0,0,"1"
"6932","Europa","0","C",269,"S","TRAPPIST-1e",60,"0",0,3435,0,5458,10,"0"
"6933","Europa","1","C",269,"S","TRAPPIST-1e",46,"0",0,0,0,0,0,"1"
"6934","Europa","0","C",186,"S","TRAPPIST-1e",58,"0",0,1386,2,128,2577,"1"
"6935","Earth","1","G",1181,"P","TRAPPIST-1e",40,"0",0,0,0,0,0,"0"
"6936","Earth","1","G",1181,"P","TRAPPIST-1e",3,"0",0,0,0,0,0,"1"
"6937","Earth","0","F",1522,"P","55 Cancri e",23,"0",3,0,2,61,634,"0"
"6938","Earth","0","E",492,"S","PSO J318.5-22",21,"0",0,434,0,75,135,"1"
"6939","Earth","1","G",1194,"S","55 Cancri e",29,"0",0,0,0,0,0,"1"
"6940","Europa","1","C",239,"P","55 Cancri e",23,"0",0,0,0,0,0,"1"
"6941","Europa","1","C",239,"P","55 Cancri e",41,"0",0,0,0,0,0,"1"
"6942","Earth","0","G",1183,"P","TRAPPIST-1e",20,"0",0,802,0,16,0,"0"
"6943","Earth","0","G",1184,"P","TRAPPIST-1e",24,"0",821,0,0,68,0,"0"
"6944","Mars","0","D",234,"P","TRAPPIST-1e",21,"0",2611,0,103,4,0,"0"
